Store_Dept_Date,Weekly_Sales
14_25_2013-02-15,11305.8
14_26_2013-02-15,11801.8
14_27_2013-02-15,2924.3
14_28_2013-02-15,1392.4
14_29_2013-02-15,9013.8
14_30_2013-02-15,6539.75
14_31_2013-02-15,2714.4
14_32_2013-02-15,21264.45
14_33_2013-02-15,7969.0
14_34_2013-02-15,20319.05
14_35_2013-02-15,3359.95
14_36_2013-02-15,1996.2
14_38_2013-02-15,104912.75
14_40_2013-02-15,78344.0
14_41_2013-02-15,2854.5
14_42_2013-02-15,6801.95
14_44_2013-02-15,5396.2
14_46_2013-02-15,31777.15
14_47_2013-02-15,148.4
14_49_2013-02-15,13801.9
14_50_2013-02-15,2692.85
14_52_2013-02-15,2427.7
14_54_2013-02-15,43.3
14_55_2013-02-15,12408.25
14_56_2013-02-15,2922.95
14_58_2013-02-15,8096.35
14_59_2013-02-15,397.0
14_60_2013-02-15,354.75
14_67_2013-02-15,26501.6
14_71_2013-02-15,12296.05
14_72_2013-02-15,103394.0
14_74_2013-02-15,26590.8
14_79_2013-02-15,40841.1
14_80_2013-02-15,34818.4
14_81_2013-02-15,36191.6
14_82_2013-02-15,25431.15
14_83_2013-02-15,11246.55
14_85_2013-02-15,1800.2
14_87_2013-02-15,18314.35
14_90_2013-02-15,104761.75
14_91_2013-02-15,87116.7
14_92_2013-02-15,106479.0
14_93_2013-02-15,56238.65
14_94_2013-02-15,60502.3
14_95_2013-02-15,106479.0
14_97_2013-02-15,25782.8
14_98_2013-02-15,14275.325
14_98_2013-02-15,14275.325
14_1_2013-02-22,30487.85
14_2_2013-02-22,78431.95
14_3_2013-02-22,15614.7
14_4_2013-02-22,50773.05
14_5_2013-02-22,29237.55
14_6_2013-02-22,4216.35
14_7_2013-02-22,33143.4
14_8_2013-02-22,53346.45
14_9_2013-02-22,11666.6
14_10_2013-02-22,18776.0
14_11_2013-02-22,18039.0
14_12_2013-02-22,5023.0
14_13_2013-02-22,58565.9
14_14_2013-02-22,24000.5
14_16_2013-02-22,5094.95
14_17_2013-02-22,23229.4
14_18_2013-02-22,11853.0
14_19_2013-02-22,2210.8
14_20_2013-02-22,10754.9
14_21_2013-02-22,8648.8
14_22_2013-02-22,22463.8
14_23_2013-02-22,31007.85
14_24_2013-02-22,8493.85
14_25_2013-02-22,11382.75
14_26_2013-02-22,11939.1
14_27_2013-02-22,2859.45
14_28_2013-02-22,1442.55
14_29_2013-02-22,9754.8
14_30_2013-02-22,6602.2
14_31_2013-02-22,2915.1
14_32_2013-02-22,9533.75
14_33_2013-02-22,7983.45
14_34_2013-02-22,20557.35
14_35_2013-02-22,3350.6
14_36_2013-02-22,2661.25
14_38_2013-02-22,104285.0
14_40_2013-02-22,76658.05
14_41_2013-02-22,2426.5
14_42_2013-02-22,6786.15
14_44_2013-02-22,5547.1
14_46_2013-02-22,31919.95
14_49_2013-02-22,12501.7
14_50_2013-02-22,2715.65
14_52_2013-02-22,2408.45
14_55_2013-02-22,13028.25
14_56_2013-02-22,2698.9
14_58_2013-02-22,8163.15
14_59_2013-02-22,398.7
14_60_2013-02-22,338.6
14_67_2013-02-22,15098.85
14_71_2013-02-22,12893.75
14_72_2013-02-22,102649.6
14_74_2013-02-22,26337.0
14_79_2013-02-22,40829.95
14_80_2013-02-22,34989.25
14_81_2013-02-22,36201.5
14_82_2013-02-22,24875.05
14_83_2013-02-22,10936.9
14_85_2013-02-22,1699.45
14_87_2013-02-22,19076.05
14_90_2013-02-22,104420.05
14_91_2013-02-22,88155.15
14_92_2013-02-22,106479.0
14_93_2013-02-22,53445.15
14_94_2013-02-22,60390.3
14_95_2013-02-22,106479.0
14_97_2013-02-22,23532.9
14_98_2013-02-22,9806.720833333333
14_1_2013-03-01,23076.8
14_2_2013-03-01,82869.15
14_3_2013-03-01,14253.55
14_4_2013-03-01,51092.05
14_5_2013-03-01,29035.75
14_6_2013-03-01,3858.0
14_7_2013-03-01,32135.75
14_8_2013-03-01,52750.05
14_9_2013-03-01,17094.7
14_10_2013-03-01,19553.25
14_11_2013-03-01,17323.85
14_12_2013-03-01,6059.2
14_13_2013-03-01,61808.4
14_14_2013-03-01,23325.4
14_16_2013-03-01,7416.65
14_17_2013-03-01,24748.5
14_18_2013-03-01,2106.85
14_19_2013-03-01,2460.45
14_20_2013-03-01,11736.75
14_21_2013-03-01,8422.6
14_22_2013-03-01,21125.2
14_23_2013-03-01,29321.65
14_24_2013-03-01,7532.35
14_25_2013-03-01,11646.35
14_26_2013-03-01,12816.85
14_27_2013-03-01,2605.4
14_28_2013-03-01,1476.05
14_29_2013-03-01,8929.4
14_30_2013-03-01,6856.95
14_31_2013-03-01,3105.2
14_32_2013-03-01,11119.65
14_33_2013-03-01,7794.75
14_34_2013-03-01,22496.25
14_35_2013-03-01,3643.2
14_36_2013-03-01,3028.45
14_38_2013-03-01,104211.2
14_40_2013-03-01,76374.15
14_41_2013-03-01,2748.85
14_42_2013-03-01,8284.2
14_44_2013-03-01,5053.6
14_46_2013-03-01,33753.45
14_47_2013-03-01,132.55
14_49_2013-03-01,14644.1
14_50_2013-03-01,2816.6
14_52_2013-03-01,2403.35
14_54_2013-03-01,45.15
14_55_2013-03-01,13528.75
14_56_2013-03-01,4636.65
14_58_2013-03-01,8570.95
14_59_2013-03-01,489.3
14_60_2013-03-01,506.1
14_67_2013-03-01,12659.45
14_71_2013-03-01,12399.3
14_72_2013-03-01,94520.55
14_74_2013-03-01,28900.2
14_79_2013-03-01,40130.8
14_80_2013-03-01,35557.4
14_81_2013-03-01,36863.85
14_82_2013-03-01,24915.95
14_83_2013-03-01,11294.2
14_85_2013-03-01,1699.15
14_87_2013-03-01,17213.25
14_90_2013-03-01,104773.05
14_91_2013-03-01,93477.0
14_92_2013-03-01,106479.0
14_93_2013-03-01,58590.6
14_94_2013-03-01,59902.85
14_95_2013-03-01,106479.0
14_97_2013-03-01,24617.0
14_98_2013-03-01,8911.26
14_1_2013-03-08,25174.15
14_2_2013-03-08,78596.7
14_3_2013-03-08,13515.25
14_4_2013-03-08,52607.4
14_5_2013-03-08,31151.6
14_6_2013-03-08,4396.05
14_7_2013-03-08,33017.75
14_8_2013-03-08,54506.6
14_9_2013-03-08,18929.1
14_10_2013-03-08,20080.2
14_11_2013-03-08,17799.05
14_12_2013-03-08,5467.45
14_13_2013-03-08,61260.45
14_14_2013-03-08,24513.05
14_16_2013-03-08,9313.95
14_17_2013-03-08,23210.65
14_18_2013-03-08,3188.4
14_19_2013-03-08,2216.75
14_20_2013-03-08,10907.0
14_21_2013-03-08,8907.55
14_22_2013-03-08,21510.35
14_23_2013-03-08,30752.55
14_24_2013-03-08,8093.3
14_25_2013-03-08,12021.1
14_26_2013-03-08,12934.75
14_27_2013-03-08,2642.35
14_28_2013-03-08,1407.05
14_29_2013-03-08,8801.6
14_30_2013-03-08,6505.9
14_31_2013-03-08,2924.3
14_32_2013-03-08,10986.25
14_33_2013-03-08,7695.8
14_34_2013-03-08,20566.85
14_35_2013-03-08,3306.6
14_36_2013-03-08,4228.85
14_38_2013-03-08,105203.05
14_40_2013-03-08,77661.3
14_41_2013-03-08,2732.25
14_42_2013-03-08,7023.4
14_44_2013-03-08,5401.4
14_46_2013-03-08,33607.9
14_49_2013-03-08,12457.05
14_50_2013-03-08,2919.1
14_52_2013-03-08,2567.3
14_54_2013-03-08,56.5
14_55_2013-03-08,14426.15
14_56_2013-03-08,4156.3
14_58_2013-03-08,8707.2
14_59_2013-03-08,438.8
14_60_2013-03-08,393.15
14_67_2013-03-08,16135.85
14_71_2013-03-08,11779.9
14_72_2013-03-08,96490.2
14_74_2013-03-08,27461.2
14_79_2013-03-08,41451.7
14_80_2013-03-08,36327.5
14_81_2013-03-08,38740.9
14_82_2013-03-08,24388.5
14_83_2013-03-08,13416.2
14_85_2013-03-08,1699.6
14_87_2013-03-08,18640.8
14_90_2013-03-08,106410.6
14_91_2013-03-08,101550.65
14_92_2013-03-08,106479.0
14_93_2013-03-08,60871.1
14_94_2013-03-08,62003.75
14_95_2013-03-08,106479.0
14_97_2013-03-08,27683.65
14_98_2013-03-08,9253.678333333333
14_1_2013-03-15,29373.9
14_2_2013-03-15,77070.8
14_3_2013-03-15,13984.75
14_4_2013-03-15,49758.1
14_5_2013-03-15,30823.15
14_6_2013-03-15,3920.3
14_7_2013-03-15,35269.4
14_8_2013-03-15,53596.5
14_9_2013-03-15,19311.45
14_10_2013-03-15,19978.1
14_11_2013-03-15,15102.3
14_12_2013-03-15,5775.15
14_13_2013-03-15,56910.4
14_14_2013-03-15,22970.7
14_16_2013-03-15,14677.8
14_17_2013-03-15,24749.7
14_18_2013-03-15,3677.85
14_19_2013-03-15,2446.0
14_20_2013-03-15,11105.4
14_21_2013-03-15,8502.85
14_22_2013-03-15,19327.8
14_23_2013-03-15,30642.9
14_24_2013-03-15,7548.15
14_25_2013-03-15,12861.8
14_26_2013-03-15,11930.25
14_27_2013-03-15,2618.3
14_28_2013-03-15,1446.15
14_29_2013-03-15,8183.55
14_30_2013-03-15,6938.55
14_31_2013-03-15,2685.8
14_32_2013-03-15,11093.7
14_33_2013-03-15,7979.25
14_34_2013-03-15,22341.8
14_35_2013-03-15,3722.1
14_36_2013-03-15,4036.55
14_38_2013-03-15,103120.55
14_40_2013-03-15,76640.65
14_41_2013-03-15,3103.0
14_42_2013-03-15,8759.1
14_44_2013-03-15,5108.2
14_46_2013-03-15,32465.05
14_49_2013-03-15,13508.95
14_50_2013-03-15,2395.5
14_52_2013-03-15,2491.6
14_55_2013-03-15,12894.65
14_56_2013-03-15,5623.65
14_58_2013-03-15,8337.1
14_59_2013-03-15,399.9
14_60_2013-03-15,356.9
14_67_2013-03-15,12016.8
14_71_2013-03-15,12256.6
14_72_2013-03-15,84941.05
14_74_2013-03-15,26571.85
14_79_2013-03-15,40297.1
14_80_2013-03-15,34509.5
14_81_2013-03-15,36561.2
14_82_2013-03-15,25772.55
14_83_2013-03-15,11162.9
14_85_2013-03-15,1709.65
14_87_2013-03-15,17594.6
14_90_2013-03-15,104639.05
14_91_2013-03-15,84860.95
14_92_2013-03-15,106479.0
14_93_2013-03-15,55133.3
14_94_2013-03-15,61205.05
14_95_2013-03-15,106479.0
14_97_2013-03-15,25251.8
14_98_2013-03-15,14529.716666666669
14_1_2013-03-22,27178.9
14_2_2013-03-22,78236.05
14_3_2013-03-22,13581.4
14_4_2013-03-22,51185.45
14_5_2013-03-22,25489.6
14_6_2013-03-22,4060.4
14_7_2013-03-22,35013.4
14_8_2013-03-22,55484.05
14_9_2013-03-22,20274.65
14_10_2013-03-22,20212.55
14_11_2013-03-22,21489.85
14_12_2013-03-22,4929.55
14_13_2013-03-22,57195.05
14_14_2013-03-22,23484.4
14_16_2013-03-22,14552.85
14_17_2013-03-22,22878.95
14_18_2013-03-22,10661.3
14_19_2013-03-22,2408.0
14_20_2013-03-22,10404.35
14_21_2013-03-22,9035.15
14_22_2013-03-22,20112.6
14_23_2013-03-22,30893.8
14_24_2013-03-22,8467.05
14_25_2013-03-22,13411.75
14_26_2013-03-22,11999.35
14_27_2013-03-22,2541.7
14_28_2013-03-22,1455.05
14_29_2013-03-22,8028.0
14_30_2013-03-22,6691.8
14_31_2013-03-22,2844.7
14_32_2013-03-22,11356.05
14_33_2013-03-22,7250.6
14_34_2013-03-22,20504.05
14_35_2013-03-22,3594.2
14_36_2013-03-22,4210.05
14_38_2013-03-22,102463.15
14_40_2013-03-22,77001.1
14_41_2013-03-22,1639.65
14_42_2013-03-22,7047.6
14_44_2013-03-22,5597.4
14_46_2013-03-22,34149.0
14_49_2013-03-22,12562.8
14_50_2013-03-22,2859.1
14_52_2013-03-22,2844.75
14_55_2013-03-22,13513.5
14_56_2013-03-22,6560.5
14_58_2013-03-22,8355.95
14_59_2013-03-22,447.4
14_60_2013-03-22,333.85
14_67_2013-03-22,14758.3
14_71_2013-03-22,12273.95
14_72_2013-03-22,86249.1
14_74_2013-03-22,26031.9
14_79_2013-03-22,38875.25
14_80_2013-03-22,34846.05
14_81_2013-03-22,37445.65
14_82_2013-03-22,24782.9
14_83_2013-03-22,10952.65
14_85_2013-03-22,1825.05
14_87_2013-03-22,17497.9
14_90_2013-03-22,104420.45
14_91_2013-03-22,85726.35
14_92_2013-03-22,106479.0
14_93_2013-03-22,55474.7
14_94_2013-03-22,61650.35
14_95_2013-03-22,106479.0
14_97_2013-03-22,23238.05
14_98_2013-03-22,13240.2
14_1_2013-03-29,35473.4
14_2_2013-03-29,73798.55
14_3_2013-03-29,13039.55
14_4_2013-03-29,48256.6
14_5_2013-03-29,23678.3
14_6_2013-03-29,3878.45
14_7_2013-03-29,35144.25
14_8_2013-03-29,53826.6
14_9_2013-03-29,20606.85
14_10_2013-03-29,20360.85
14_11_2013-03-29,15301.3
14_12_2013-03-29,5532.9
14_13_2013-03-29,56284.05
14_14_2013-03-29,23335.3
14_16_2013-03-29,18264.75
14_17_2013-03-29,22238.95
14_18_2013-03-29,13530.05
14_19_2013-03-29,2188.5
14_20_2013-03-29,10303.1
14_21_2013-03-29,8477.75
14_22_2013-03-29,18315.7
14_23_2013-03-29,31652.65
14_24_2013-03-29,7678.15
14_25_2013-03-29,14312.5
14_26_2013-03-29,12455.25
14_27_2013-03-29,2272.8
14_28_2013-03-29,1475.3
14_29_2013-03-29,7717.8
14_30_2013-03-29,6672.55
14_31_2013-03-29,2605.3
14_32_2013-03-29,12029.8
14_33_2013-03-29,8218.85
14_34_2013-03-29,22265.0
14_35_2013-03-29,3626.9
14_36_2013-03-29,4097.05
14_38_2013-03-29,103106.6
14_40_2013-03-29,72162.9
14_41_2013-03-29,1680.45
14_42_2013-03-29,8300.1
14_44_2013-03-29,5038.2
14_46_2013-03-29,33130.95
14_49_2013-03-29,11407.65
14_50_2013-03-29,2536.8
14_52_2013-03-29,2922.8
14_54_2013-03-29,69.9
14_55_2013-03-29,12231.35
14_56_2013-03-29,7029.05
14_58_2013-03-29,7582.9
14_59_2013-03-29,406.8
14_60_2013-03-29,323.35
14_67_2013-03-29,15183.4
14_71_2013-03-29,11712.6
14_72_2013-03-29,87615.6
14_74_2013-03-29,25557.4
14_79_2013-03-29,37959.3
14_80_2013-03-29,32805.75
14_81_2013-03-29,34084.95
14_82_2013-03-29,23081.6
14_83_2013-03-29,10369.25
14_85_2013-03-29,1601.9
14_87_2013-03-29,15893.7
14_90_2013-03-29,100230.25
14_91_2013-03-29,83040.9
14_92_2013-03-29,106479.0
14_93_2013-03-29,54968.55
14_94_2013-03-29,59813.0
14_95_2013-03-29,106423.85
14_97_2013-03-29,22071.65
14_98_2013-03-29,14267.65
14_98_2013-03-29,14267.65
14_1_2013-04-05,65530.5
14_2_2013-04-05,79915.7
14_3_2013-04-05,14008.75
14_4_2013-04-05,55683.5
14_5_2013-04-05,25527.65
14_6_2013-04-05,4363.55
14_7_2013-04-05,38041.0
14_8_2013-04-05,54748.05
14_9_2013-04-05,19749.0
14_10_2013-04-05,21389.55
14_11_2013-04-05,16398.05
14_12_2013-04-05,5646.55
14_13_2013-04-05,60352.25
14_14_2013-04-05,23446.65
14_16_2013-04-05,26416.3
14_17_2013-04-05,23151.3
14_18_2013-04-05,25544.95
14_19_2013-04-05,2193.0
14_20_2013-04-05,11363.4
14_21_2013-04-05,9225.5
14_22_2013-04-05,17410.0
14_23_2013-04-05,30946.45
14_24_2013-04-05,8283.9
14_25_2013-04-05,15408.95
14_26_2013-04-05,11453.15
14_27_2013-04-05,2425.05
14_28_2013-04-05,1445.15
14_29_2013-04-05,8679.65
14_30_2013-04-05,6809.95
14_31_2013-04-05,2571.95
14_32_2013-04-05,10501.75
14_33_2013-04-05,8109.9
14_34_2013-04-05,20956.3
14_35_2013-04-05,4219.4
14_36_2013-04-05,3119.0
14_38_2013-04-05,103008.55
14_40_2013-04-05,76246.5
14_41_2013-04-05,3543.05
14_42_2013-04-05,8928.05
14_44_2013-04-05,5197.2
14_46_2013-04-05,34727.25
14_49_2013-04-05,13017.35
14_50_2013-04-05,2014.6
14_52_2013-04-05,2635.45
14_54_2013-04-05,40.95
14_55_2013-04-05,13250.5
14_56_2013-04-05,11499.3
14_58_2013-04-05,7820.45
14_59_2013-04-05,404.1
14_60_2013-04-05,431.7
14_67_2013-04-05,15180.75
14_71_2013-04-05,11034.3
14_72_2013-04-05,83167.75
14_74_2013-04-05,26526.4
14_79_2013-04-05,42650.5
14_80_2013-04-05,36742.5
14_81_2013-04-05,38621.3
14_82_2013-04-05,23588.7
14_83_2013-04-05,12937.45
14_85_2013-04-05,1684.9
14_87_2013-04-05,18403.6
14_90_2013-04-05,105463.35
14_91_2013-04-05,99784.35
14_92_2013-04-05,106479.0
14_93_2013-04-05,66855.6
14_94_2013-04-05,61664.35
14_95_2013-04-05,106479.0
14_97_2013-04-05,27191.4
14_98_2013-04-05,10989.6
14_98_2013-04-05,10989.6
14_1_2013-04-12,50342.35
14_2_2013-04-12,76630.25
14_3_2013-04-12,11904.5
14_4_2013-04-12,50462.15
14_5_2013-04-12,27649.45
14_6_2013-04-12,4417.05
14_7_2013-04-12,41832.45
14_8_2013-04-12,53770.35
14_9_2013-04-12,26097.3
14_10_2013-04-12,21252.5
14_11_2013-04-12,16320.6
14_12_2013-04-12,6229.1
14_13_2013-04-12,57832.0
14_14_2013-04-12,23117.25
14_16_2013-04-12,42100.4
14_17_2013-04-12,20469.55
14_18_2013-04-12,11094.2
14_19_2013-04-12,2373.45
14_20_2013-04-12,10431.55
14_21_2013-04-12,8970.3
14_22_2013-04-12,15180.55
14_23_2013-04-12,34474.4
14_24_2013-04-12,8766.15
14_25_2013-04-12,15285.75
14_26_2013-04-12,12611.35
14_27_2013-04-12,2183.25
14_28_2013-04-12,1432.3
14_29_2013-04-12,8239.15
14_30_2013-04-12,6787.65
14_31_2013-04-12,2667.7
14_32_2013-04-12,12214.95
14_33_2013-04-12,7948.55
14_34_2013-04-12,27060.1
14_35_2013-04-12,5143.75
14_36_2013-04-12,3551.7
14_38_2013-04-12,102957.0
14_40_2013-04-12,78905.65
14_41_2013-04-12,3693.55
14_42_2013-04-12,8779.1
14_44_2013-04-12,5259.65
14_46_2013-04-12,34497.55
14_49_2013-04-12,12746.3
14_50_2013-04-12,2206.0
14_52_2013-04-12,2584.4
14_54_2013-04-12,40.55
14_55_2013-04-12,11419.05
14_56_2013-04-12,15242.9
14_58_2013-04-12,8534.25
14_59_2013-04-12,309.7
14_60_2013-04-12,354.8
14_67_2013-04-12,13841.9
14_71_2013-04-12,8725.55
14_72_2013-04-12,71869.9
14_74_2013-04-12,23366.95
14_79_2013-04-12,36854.25
14_80_2013-04-12,34606.25
14_81_2013-04-12,37676.3
14_82_2013-04-12,23462.15
14_83_2013-04-12,10253.15
14_85_2013-04-12,1752.35
14_87_2013-04-12,17970.15
14_90_2013-04-12,100199.1
14_91_2013-04-12,86967.7
14_92_2013-04-12,106479.0
14_93_2013-04-12,56223.4
14_94_2013-04-12,60745.1
14_95_2013-04-12,106479.0
14_97_2013-04-12,25280.05
14_98_2013-04-12,10114.559166666666
14_98_2013-04-12,10114.559166666666
14_1_2013-04-19,19468.5
14_2_2013-04-19,76122.2
14_3_2013-04-19,11740.1
14_4_2013-04-19,51101.25
14_5_2013-04-19,28251.1
14_6_2013-04-19,4534.15
14_7_2013-04-19,44439.8
14_8_2013-04-19,54278.85
14_9_2013-04-19,25547.55
14_10_2013-04-19,21509.05
14_11_2013-04-19,15801.6
14_12_2013-04-19,5994.0
14_13_2013-04-19,56159.0
14_14_2013-04-19,22859.0
14_16_2013-04-19,42920.1
14_17_2013-04-19,20255.3
14_18_2013-04-19,2449.75
14_19_2013-04-19,2443.4
14_20_2013-04-19,10664.8
14_21_2013-04-19,8663.65
14_22_2013-04-19,15119.85
14_23_2013-04-19,34049.55
14_24_2013-04-19,8402.55
14_25_2013-04-19,15555.75
14_26_2013-04-19,12908.25
14_27_2013-04-19,2294.85
14_28_2013-04-19,1445.65
14_29_2013-04-19,8069.95
14_30_2013-04-19,6593.55
14_31_2013-04-19,2528.0
14_32_2013-04-19,11442.05
14_33_2013-04-19,8828.35
14_34_2013-04-19,25776.9
14_35_2013-04-19,4676.8
14_36_2013-04-19,3992.7
14_38_2013-04-19,104432.9
14_40_2013-04-19,73681.1
14_41_2013-04-19,4384.7
14_42_2013-04-19,8786.55
14_44_2013-04-19,5076.9
14_46_2013-04-19,33551.45
14_49_2013-04-19,11677.95
14_50_2013-04-19,2311.8
14_52_2013-04-19,2517.05
14_55_2013-04-19,10368.95
14_56_2013-04-19,17241.1
14_58_2013-04-19,6722.05
14_59_2013-04-19,321.05
14_60_2013-04-19,347.7
14_67_2013-04-19,13679.7
14_71_2013-04-19,8197.1
14_72_2013-04-19,71407.85
14_74_2013-04-19,23491.3
14_79_2013-04-19,35692.5
14_80_2013-04-19,34411.3
14_81_2013-04-19,37911.15
14_82_2013-04-19,24477.85
14_83_2013-04-19,9017.4
14_85_2013-04-19,1854.0
14_87_2013-04-19,16468.9
14_90_2013-04-19,98484.7
14_91_2013-04-19,82571.55
14_92_2013-04-19,106479.0
14_93_2013-04-19,52886.05
14_94_2013-04-19,65234.6
14_95_2013-04-19,106479.0
14_97_2013-04-19,23387.15
14_98_2013-04-19,14564.075
14_98_2013-04-19,14564.075
14_1_2013-04-26,30397.25
14_2_2013-04-26,77279.25
14_3_2013-04-26,12116.55
14_4_2013-04-26,50232.7
14_5_2013-04-26,26272.0
14_6_2013-04-26,5342.05
14_7_2013-04-26,44713.1
14_8_2013-04-26,53918.3
14_9_2013-04-26,26541.05
14_10_2013-04-26,22367.25
14_11_2013-04-26,15837.7
14_12_2013-04-26,6159.65
14_13_2013-04-26,54384.0
14_14_2013-04-26,22978.5
14_16_2013-04-26,39686.05
14_17_2013-04-26,22640.45
14_18_2013-04-26,422.55
14_19_2013-04-26,1897.6
14_20_2013-04-26,11645.45
14_21_2013-04-26,8486.7
14_22_2013-04-26,15698.5
14_23_2013-04-26,33373.95
14_24_2013-04-26,8118.8
14_25_2013-04-26,17810.9
14_26_2013-04-26,12386.95
14_27_2013-04-26,2290.2
14_28_2013-04-26,1536.25
14_29_2013-04-26,7767.75
14_30_2013-04-26,6610.3
14_31_2013-04-26,2651.95
14_32_2013-04-26,10613.1
14_33_2013-04-26,10172.05
14_34_2013-04-26,27238.4
14_35_2013-04-26,4285.6
14_36_2013-04-26,3977.3
14_38_2013-04-26,104338.4
14_40_2013-04-26,72924.1
14_41_2013-04-26,4365.75
14_42_2013-04-26,8455.5
14_44_2013-04-26,4965.2
14_46_2013-04-26,34461.0
14_49_2013-04-26,11376.4
14_50_2013-04-26,2157.1
14_52_2013-04-26,2433.2
14_54_2013-04-26,63.85
14_55_2013-04-26,12618.5
14_56_2013-04-26,17295.6
14_58_2013-04-26,5692.0
14_59_2013-04-26,387.6
14_60_2013-04-26,371.65
14_67_2013-04-26,14069.05
14_71_2013-04-26,8346.0
14_72_2013-04-26,80069.6
14_74_2013-04-26,26811.8
14_79_2013-04-26,36797.75
14_80_2013-04-26,35026.6
14_81_2013-04-26,39356.0
14_82_2013-04-26,23374.65
14_83_2013-04-26,9819.65
14_85_2013-04-26,1706.45
14_87_2013-04-26,16653.8
14_90_2013-04-26,100995.95
14_91_2013-04-26,83327.45
14_92_2013-04-26,106479.0
14_93_2013-04-26,57785.95
14_94_2013-04-26,66293.75
14_95_2013-04-26,106479.0
14_97_2013-04-26,21874.0
14_98_2013-04-26,15927.2
14_98_2013-04-26,15927.2
14_1_2013-05-03,20107.95
14_2_2013-05-03,77478.8
14_3_2013-05-03,11777.35
14_4_2013-05-03,54587.6
14_5_2013-05-03,22170.75
14_6_2013-05-03,4406.2
14_7_2013-05-03,56670.4
14_8_2013-05-03,54712.45
14_9_2013-05-03,26242.45
14_10_2013-05-03,22387.3
14_11_2013-05-03,16054.35
14_12_2013-05-03,6256.95
14_13_2013-05-03,58895.55
14_14_2013-05-03,24900.8
14_16_2013-05-03,55906.05
14_17_2013-05-03,20945.4
14_18_2013-05-03,32.5
14_19_2013-05-03,2357.85
14_20_2013-05-03,11085.8
14_21_2013-05-03,8638.45
14_22_2013-05-03,15801.3
14_23_2013-05-03,34267.45
14_24_2013-05-03,9375.2
14_25_2013-05-03,16547.5
14_26_2013-05-03,12168.5
14_27_2013-05-03,2269.4
14_28_2013-05-03,1309.15
14_29_2013-05-03,8735.25
14_30_2013-05-03,7155.55
14_31_2013-05-03,2644.3
14_32_2013-05-03,12287.35
14_33_2013-05-03,7957.15
14_34_2013-05-03,28664.65
14_35_2013-05-03,4733.25
14_36_2013-05-03,6282.2
14_38_2013-05-03,101201.4
14_40_2013-05-03,78067.95
14_41_2013-05-03,4624.4
14_42_2013-05-03,8524.85
14_44_2013-05-03,5146.6
14_46_2013-05-03,37057.6
14_49_2013-05-03,12472.7
14_50_2013-05-03,1859.95
14_52_2013-05-03,2571.15
14_54_2013-05-03,51.45
14_55_2013-05-03,9412.4
14_56_2013-05-03,19295.25
14_58_2013-05-03,7118.1
14_59_2013-05-03,310.65
14_60_2013-05-03,352.35
14_67_2013-05-03,20999.75
14_71_2013-05-03,9141.3
14_72_2013-05-03,76158.75
14_74_2013-05-03,24476.15
14_79_2013-05-03,40868.3
14_80_2013-05-03,36000.75
14_81_2013-05-03,40241.7
14_82_2013-05-03,23901.35
14_83_2013-05-03,9742.65
14_85_2013-05-03,1735.85
14_87_2013-05-03,18682.75
14_90_2013-05-03,104667.8
14_91_2013-05-03,92224.8
14_92_2013-05-03,106479.0
14_93_2013-05-03,63571.85
14_94_2013-05-03,61730.65
14_95_2013-05-03,106479.0
14_97_2013-05-03,24690.8
14_98_2013-05-03,8961.742499999998
14_98_2013-05-03,8961.742499999998
14_1_2013-05-10,20372.2
14_2_2013-05-10,78264.15
14_3_2013-05-10,11581.6
14_4_2013-05-10,55697.6
14_5_2013-05-10,20853.55
14_6_2013-05-10,4135.85
14_7_2013-05-10,43815.1
14_8_2013-05-10,53809.3
14_9_2013-05-10,26833.45
14_10_2013-05-10,21382.45
14_11_2013-05-10,17473.95
14_12_2013-05-10,6106.0
14_13_2013-05-10,58522.5
14_14_2013-05-10,23040.65
14_16_2013-05-10,60146.45
14_17_2013-05-10,19841.65
14_19_2013-05-10,2373.3
14_20_2013-05-10,10570.35
14_21_2013-05-10,8501.45
14_22_2013-05-10,15553.0
14_23_2013-05-10,35370.45
14_24_2013-05-10,8474.25
14_25_2013-05-10,15529.65
14_26_2013-05-10,12797.2
14_27_2013-05-10,2172.95
14_28_2013-05-10,1278.6
14_29_2013-05-10,8312.4
14_30_2013-05-10,6867.25
14_31_2013-05-10,2528.9
14_32_2013-05-10,15233.65
14_33_2013-05-10,8154.8
14_34_2013-05-10,27555.4
14_35_2013-05-10,4870.55
14_36_2013-05-10,4033.2
14_38_2013-05-10,102689.7
14_40_2013-05-10,77465.8
14_41_2013-05-10,3203.45
14_42_2013-05-10,8767.0
14_44_2013-05-10,5241.3
14_46_2013-05-10,35390.7
14_49_2013-05-10,12255.4
14_50_2013-05-10,2079.65
14_52_2013-05-10,2758.0
14_55_2013-05-10,9004.4
14_56_2013-05-10,26117.2
14_58_2013-05-10,9177.15
14_59_2013-05-10,287.5
14_60_2013-05-10,389.15
14_67_2013-05-10,29549.8
14_71_2013-05-10,8849.75
14_72_2013-05-10,76516.0
14_74_2013-05-10,23061.4
14_79_2013-05-10,38386.45
14_80_2013-05-10,36585.3
14_81_2013-05-10,40256.3
14_82_2013-05-10,23198.55
14_83_2013-05-10,11824.8
14_85_2013-05-10,1974.95
14_87_2013-05-10,17223.05
14_90_2013-05-10,101296.75
14_91_2013-05-10,95287.1
14_92_2013-05-10,106479.0
14_93_2013-05-10,64723.1
14_94_2013-05-10,61315.0
